relation_id,source_mention_id,predicate_token_i,predicate_start,predicate_end,target_mention_id,source_cluster_id,target_cluster_id,object_property_probabilities_json,selection_method
rel_1807_12167_1810,1807,12167,12167,12168,1810,3,17,"{""https://example.org/narrative-character-ontology#trusts"": 0.09012828721186628, ""https://example.org/narrative-character-ontology#threatens"": 0.07227880580939072, ""https://example.org/narrative-character-ontology#protects"": 0.06206530851906193, ""https://example.org/narrative-character-ontology#loves"": 0.05717724152973269, ""https://example.org/narrative-character-ontology#kills"": 0.03502007851493931, ""https://example.org/narrative-character-ontology#hates"": 0.0603912027113293, ""https://example.org/narrative-character-ontology#guides"": 0.0911906909412643, ""https://example.org/narrative-character-ontology#follows"": 0.06581060159762565, ""https://example.org/narrative-character-ontology#fears"": 0.07088080715493382, ""https://example.org/narrative-character-ontology#distrusts"": 0.0924460003320229, ""https://example.org/narrative-character-ontology#deceives"": 0.09575386031540421, ""https://example.org/narrative-character-ontology#commands"": 0.05257136442088817, ""https://example.org/narrative-character-ontology#betrays"": 0.08368128186536379, ""https://example.org/narrative-character-ontology#attacks"": 0.07060446907617687}",nli_grouped_softmax
rel_1863_12404_1864,1863,12404,12404,12405,1864,9,3,"{""https://example.org/narrative-character-ontology#trusts"": 0.08888639658309005, ""https://example.org/narrative-character-ontology#threatens"": 0.05611472040940187, ""https://example.org/narrative-character-ontology#protects"": 0.08228679736685619, ""https://example.org/narrative-character-ontology#loves"": 0.15954404830154906, ""https://example.org/narrative-character-ontology#kills"": 0.020086630088163707, ""https://example.org/narrative-character-ontology#hates"": 0.056224426572751986, ""https://example.org/narrative-character-ontology#guides"": 0.09935380194892579, ""https://example.org/narrative-character-ontology#follows"": 0.07677466757813661, ""https://example.org/narrative-character-ontology#fears"": 0.04097430033197266, ""https://example.org/narrative-character-ontology#distrusts"": 0.059733808939533214, ""https://example.org/narrative-character-ontology#deceives"": 0.07913443966391566, ""https://example.org/narrative-character-ontology#commands"": 0.04952106695069773, ""https://example.org/narrative-character-ontology#betrays"": 0.0765500709538217, ""https://example.org/narrative-character-ontology#attacks"": 0.05481482431118383}",nli_grouped_softmax
rel_1863_12404_1865,1863,12404,12404,12405,1865,9,17,"{""https://example.org/narrative-character-ontology#trusts"": 0.08538958971390052, ""https://example.org/narrative-character-ontology#threatens"": 0.054916724787419706, ""https://example.org/narrative-character-ontology#protects"": 0.0699657224658734, ""https://example.org/narrative-character-ontology#loves"": 0.21466940489103364, ""https://example.org/narrative-character-ontology#kills"": 0.026764274121982366, ""https://example.org/narrative-character-ontology#hates"": 0.05240190486535124, ""https://example.org/narrative-character-ontology#guides"": 0.09178875706418835, ""https://example.org/narrative-character-ontology#follows"": 0.0556726953763448, ""https://example.org/narrative-character-ontology#fears"": 0.04421309747084346, ""https://example.org/narrative-character-ontology#distrusts"": 0.0544893594445788, ""https://example.org/narrative-character-ontology#deceives"": 0.07609555232779905, ""https://example.org/narrative-character-ontology#commands"": 0.04846383952498857, ""https://example.org/narrative-character-ontology#betrays"": 0.07204582090511587, ""https://example.org/narrative-character-ontology#attacks"": 0.05312325704058021}",nli_grouped_softmax
rel_1882_12523_1883,1882,12523,12523,12525,1883,17,16,"{""https://example.org/narrative-character-ontology#travelsTo"": 0.4366080169475898, ""https://example.org/narrative-character-ontology#rulesOver"": 0.11682492319764928, ""https://example.org/narrative-character-ontology#locatedIn"": 0.17692315639993275, ""https://example.org/narrative-character-ontology#leavesPlace"": 0.2696439034548282}",nli_grouped_softmax
rel_1894_12605_1895,1894,12605,12605,12608,1895,17,16,"{""https://example.org/narrative-character-ontology#travelsTo"": 0.3911734679804225, ""https://example.org/narrative-character-ontology#rulesOver"": 0.017262657542424672, ""https://example.org/narrative-character-ontology#locatedIn"": 0.17087017257058898, ""https://example.org/narrative-character-ontology#leavesPlace"": 0.42069370190656374}",nli_grouped_softmax
rel_1931_12823_1932,1931,12823,12823,12825,1932,15,11,"{""https://example.org/narrative-character-ontology#travelsTo"": 0.7199885094662067, ""https://example.org/narrative-character-ontology#rulesOver"": 0.026926271354890684, ""https://example.org/narrative-character-ontology#locatedIn"": 0.052359924694139796, ""https://example.org/narrative-character-ontology#leavesPlace"": 0.2007252944847629}",nli_grouped_softmax
rel_1962_13063_1963,1962,13063,13063,13064,1963,17,15,"{""https://example.org/narrative-character-ontology#trusts"": 0.1159110413058665, ""https://example.org/narrative-character-ontology#threatens"": 0.06880928117257352, ""https://example.org/narrative-character-ontology#protects"": 0.09646972818870041, ""https://example.org/narrative-character-ontology#loves"": 0.05453903924206031, ""https://example.org/narrative-character-ontology#kills"": 0.03473489796470887, ""https://example.org/narrative-character-ontology#hates"": 0.04683229418342036, ""https://example.org/narrative-character-ontology#guides"": 0.11147055904615007, ""https://example.org/narrative-character-ontology#follows"": 0.06376259681425517, ""https://example.org/narrative-character-ontology#fears"": 0.08251493123282204, ""https://example.org/narrative-character-ontology#distrusts"": 0.06643223374152209, ""https://example.org/narrative-character-ontology#deceives"": 0.06376259681425517, ""https://example.org/narrative-character-ontology#commands"": 0.06934895905351583, ""https://example.org/narrative-character-ontology#betrays"": 0.04574742525713007, ""https://example.org/narrative-character-ontology#attacks"": 0.07966441598301958}",nli_grouped_softmax
rel_1999_13325_2000,1999,13325,13325,13326,2000,3,4,"{""https://example.org/narrative-character-ontology#usesObject"": 0.4068526138760205, ""https://example.org/narrative-character-ontology#possessesObject"": 0.455820208758297, ""https://example.org/narrative-character-ontology#destroysObject"": 0.05203582569857235, ""https://example.org/narrative-character-ontology#createsObject"": 0.08529135166710997}",nli_grouped_softmax
rel_2017_13461_2018,2017,13461,13461,13463,2018,15,13,"{""https://example.org/narrative-character-ontology#travelsTo"": 0.6906069885389058, ""https://example.org/narrative-character-ontology#rulesOver"": 0.022593201205908384, ""https://example.org/narrative-character-ontology#locatedIn"": 0.06640511119992393, ""https://example.org/narrative-character-ontology#leavesPlace"": 0.2203946990552618}",nli_grouped_softmax
rel_2021_13504_2022,2021,13504,13504,13508,2022,15,16,"{""https://example.org/narrative-character-ontology#travelsTo"": 0.3367465904672597, ""https://example.org/narrative-character-ontology#rulesOver"": 0.0630569143954158, ""https://example.org/narrative-character-ontology#locatedIn"": 0.3069108310894635, ""https://example.org/narrative-character-ontology#leavesPlace"": 0.29328566404786094}",nli_grouped_softmax
rel_2024_13517_2025,2024,13517,13517,13519,2025,17,15,"{""https://example.org/narrative-character-ontology#trusts"": 0.08249471041185712, ""https://example.org/narrative-character-ontology#threatens"": 0.045159249143735286, ""https://example.org/narrative-character-ontology#protects"": 0.020394662767295745, ""https://example.org/narrative-character-ontology#loves"": 0.021710005507284694, ""https://example.org/narrative-character-ontology#kills"": 0.01210706132016815, ""https://example.org/narrative-character-ontology#hates"": 0.03284618937907992, ""https://example.org/narrative-character-ontology#guides"": 0.06196696141218326, ""https://example.org/narrative-character-ontology#follows"": 0.027605295287548855, ""https://example.org/narrative-character-ontology#fears"": 0.21468140104791272, ""https://example.org/narrative-character-ontology#distrusts"": 0.24206619597679702, ""https://example.org/narrative-character-ontology#deceives"": 0.10117338594819447, ""https://example.org/narrative-character-ontology#commands"": 0.015729023126470825, ""https://example.org/narrative-character-ontology#betrays"": 0.10717391888633737, ""https://example.org/narrative-character-ontology#attacks"": 0.014891939785134603}",nli_grouped_softmax
rel_2029_13586_2030,2029,13586,13586,13587,2030,17,4,"{""https://example.org/narrative-character-ontology#usesObject"": 0.49329132639131357, ""https://example.org/narrative-character-ontology#possessesObject"": 0.1289185719608265, ""https://example.org/narrative-character-ontology#destroysObject"": 0.28953118493527696, ""https://example.org/narrative-character-ontology#createsObject"": 0.08825891671258303}",nli_grouped_softmax
rel_2036_13630_2037,2036,13630,13630,13632,2037,15,13,"{""https://example.org/narrative-character-ontology#travelsTo"": 0.7608524793843539, ""https://example.org/narrative-character-ontology#rulesOver"": 0.05187788612065461, ""https://example.org/narrative-character-ontology#locatedIn"": 0.06276027443120266, ""https://example.org/narrative-character-ontology#leavesPlace"": 0.12450936006378872}",nli_grouped_softmax
rel_2036_13630_2038,2036,13630,13630,13635,2038,15,13,"{""https://example.org/narrative-character-ontology#travelsTo"": 0.6133826831785896, ""https://example.org/narrative-character-ontology#rulesOver"": 0.05877838449278383, ""https://example.org/narrative-character-ontology#locatedIn"": 0.10789904826018268, ""https://example.org/narrative-character-ontology#leavesPlace"": 0.2199398840684438}",nli_grouped_softmax
rel_2077_14029_2078,2077,14029,14029,14031,2078,17,3,"{""https://example.org/narrative-character-ontology#trusts"": 0.06414700077946539, ""https://example.org/narrative-character-ontology#threatens"": 0.11631128753699395, ""https://example.org/narrative-character-ontology#protects"": 0.027751411720956833, ""https://example.org/narrative-character-ontology#loves"": 0.018595062467194095, ""https://example.org/narrative-character-ontology#kills"": 0.015983051814400275, ""https://example.org/narrative-character-ontology#hates"": 0.08368388928859623, ""https://example.org/narrative-character-ontology#guides"": 0.07625087564006688, ""https://example.org/narrative-character-ontology#follows"": 0.040814152620926074, ""https://example.org/narrative-character-ontology#fears"": 0.23418214540426965, ""https://example.org/narrative-character-ontology#distrusts"": 0.13788722291434585, ""https://example.org/narrative-character-ontology#deceives"": 0.04340403185714909, ""https://example.org/narrative-character-ontology#commands"": 0.015310825836877035, ""https://example.org/narrative-character-ontology#betrays"": 0.06171969698521747, ""https://example.org/narrative-character-ontology#attacks"": 0.06395934513354114}",nli_grouped_softmax
rel_2130_14538_2131,2130,14538,14538,14540,2131,3,11,"{""https://example.org/narrative-character-ontology#travelsTo"": 0.23235730559649212, ""https://example.org/narrative-character-ontology#rulesOver"": 0.07433841619375096, ""https://example.org/narrative-character-ontology#locatedIn"": 0.14668909686805337, ""https://example.org/narrative-character-ontology#leavesPlace"": 0.5466151813417036}",nli_grouped_softmax
rel_2161_14829_2162,2161,14829,14829,14831,2162,15,10,"{""https://example.org/narrative-character-ontology#travelsTo"": 0.6446232012317531, ""https://example.org/narrative-character-ontology#rulesOver"": 0.08025185429371542, ""https://example.org/narrative-character-ontology#locatedIn"": 0.09699146580169046, ""https://example.org/narrative-character-ontology#leavesPlace"": 0.17813347867284107}",nli_grouped_softmax
