relation_id,source_mention_id,predicate_token_i,predicate_start,predicate_end,target_mention_id,source_cluster_id,target_cluster_id,object_property_logits_json,selection_method
rel_3255_21395_3259,3255,21395,21395,21399,3259,14,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.0439453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.748046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.01171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.82666015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.591796875}",nli_grouped_softmax
rel_3256_21395_3259,3256,21395,21395,21399,3259,20,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.8720703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.6025390625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.83984375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.615234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.154296875}",nli_grouped_softmax
rel_3295_21508_3297,3295,21508,21508,21509,3297,14,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.2646484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.0498046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.03515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.3193359375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.8994140625}",nli_grouped_softmax
rel_3296_21508_3297,3296,21508,21508,21509,3297,20,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.3046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.357421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.85546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.48046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.8505859375}",nli_grouped_softmax
rel_3300_21527_3302,3300,21527,21527,21528,3302,14,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.2646484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.0498046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.03515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.3193359375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.8994140625}",nli_grouped_softmax
rel_3301_21527_3302,3301,21527,21527,21528,3302,20,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.3046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.357421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.85546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.48046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.8505859375}",nli_grouped_softmax
rel_3303_21532_3305,3303,21532,21532,21534,3305,14,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.4873046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.96630859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.9853515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.2607421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.7646484375}",nli_grouped_softmax
rel_3304_21532_3305,3304,21532,21532,21534,3305,20,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.517578125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.1005859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.8740234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.3291015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.701171875}",nli_grouped_softmax
rel_3312_21551_3313,3312,21551,21551,21552,3313,9,21,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.5546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.0712890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.14453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.703125}",nli_grouped_softmax
rel_3312_21551_3314,3312,21551,21551,21552,3314,9,22,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.3125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.84814453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.0546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.318359375}",nli_grouped_softmax
rel_3321_21586_3323,3321,21586,21586,21588,3323,21,11,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
rel_3322_21586_3323,3322,21586,21586,21588,3323,22,11,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
rel_3338_21656_3339,3338,21656,21656,21657,3339,3,0,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.021484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -1.623046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.90771484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.3828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.0185546875}",nli_grouped_softmax
rel_3338_21656_3340,3338,21656,21656,21657,3340,3,2,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.822265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -1.6201171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.95849609375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.9169921875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.88134765625}",nli_grouped_softmax
rel_3346_21685_3348,3346,21685,21685,21686,3348,3,21,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.73388671875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.611328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.43359375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": 0.495849609375}",nli_grouped_softmax
rel_3346_21685_3350,3346,21685,21685,21686,3350,3,0,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.876953125, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -1.8916015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.8896484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.521484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.356201171875}",nli_grouped_softmax
rel_3346_21685_3351,3346,21685,21685,21686,3351,3,2,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.79833984375, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -1.8779296875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.98583984375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.392578125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.01291656494140625}",nli_grouped_softmax
rel_3352_21694_3353,3352,21694,21694,21699,3353,3,7,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.8994140625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.327392578125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.40625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.2415771484375}",nli_grouped_softmax
rel_3352_21694_3354,3352,21694,21694,21699,3354,3,4,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.419921875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.017578125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.0546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.2216796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.5068359375}",nli_grouped_softmax
rel_3352_21694_3356,3352,21694,21694,21699,3356,3,7,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.8994140625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.327392578125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.40625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.2415771484375}",nli_grouped_softmax
rel_3380_21920_3381,3380,21920,21920,21922,3381,3,2,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.465576171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -0.57421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.1298828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.06634521484375}",nli_grouped_softmax
rel_3406_22086_3407,3406,22086,22086,22093,3407,17,16,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.6884765625, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -1.3603515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.3681640625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.267578125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.5166015625}",nli_grouped_softmax
rel_3448_22307_3449,3448,22307,22307,22308,3449,9,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.8154296875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.1710205078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.1328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.78271484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.126953125}",nli_grouped_softmax
rel_3450_22317_3451,3450,22317,22317,22318,3451,9,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.8154296875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.1710205078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.1328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.78271484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.126953125}",nli_grouped_softmax
rel_3452_22326_3453,3452,22326,22326,22327,3453,14,20,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.1298828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.6044921875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.1015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.0673828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.1787109375}",nli_grouped_softmax
rel_3453_22326_3452,3453,22326,22326,22327,3452,20,14,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.005859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.67236328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.060546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.025390625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.02734375}",nli_grouped_softmax
rel_3452_22326_3455,3452,22326,22326,22330,3455,14,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.34765625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.029296875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.189453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.1796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.3818359375}",nli_grouped_softmax
rel_3453_22326_3455,3453,22326,22326,22330,3455,20,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.7392578125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.380126953125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.8857421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.5205078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.57568359375}",nli_grouped_softmax
rel_3459_22358_3461,3459,22358,22358,22359,3461,14,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.5390625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.455810546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.5068359375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.205078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -2.310546875}",nli_grouped_softmax
rel_3460_22358_3461,3460,22358,22358,22359,3461,20,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.56640625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.65869140625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.4599609375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.3408203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -2.408203125}",nli_grouped_softmax
rel_3463_22368_3464,3463,22368,22368,22369,3464,9,14,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.3916015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.0458984375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.248046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.3564453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.697265625}",nli_grouped_softmax
rel_3463_22368_3465,3463,22368,22368,22369,3465,9,20,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.4091796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.1396484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.3515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.7861328125}",nli_grouped_softmax
rel_3471_22391_3473,3471,22391,22391,22392,3473,14,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.1181640625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.64501953125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.865234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.0859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.1279296875}",nli_grouped_softmax
rel_3472_22391_3473,3472,22391,22391,22392,3473,20,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.388671875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.90234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.880859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.2880859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.3642578125}",nli_grouped_softmax
rel_3476_22405_3477,3476,22405,22405,22406,3477,9,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.3173828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.6865234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.427734375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.2099609375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.228515625}",nli_grouped_softmax
rel_3481_22435_3482,3481,22435,22435,22437,3482,3,2,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.28857421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -1.1318359375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.85009765625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.87890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": 0.33203125}",nli_grouped_softmax
